EVENT,TIME,VALUE
game_start,120,null
game_over,0,LOSE
small_enemy_hit,80.31458,null
small_enemy_hit,79.12298,null
small_enemy_hit,54.29036,null
small_enemy_hit,53.12125,null
small_enemy_hit,43.06161,null
small_enemy_hit,42.00225,null
small_enemy_hit,35.85203,null
small_enemy_hit,32.10193,null
small_enemy_hit,15.94587,null
small_enemy_hit,14.79103,null
small_enemy_killed,79.12298,null
small_enemy_killed,53.12125,null
small_enemy_killed,42.00225,null
small_enemy_killed,32.10193,null
small_enemy_killed,14.79103,null
big_enemy_hit,106.9202,null
big_enemy_hit,105.4106,null
big_enemy_hit,105.4106,null
big_enemy_hit,104.1751,null
big_enemy_hit,99.57211,null
big_enemy_hit,98.5033,null
big_enemy_hit,97.45019,null
big_enemy_hit,96.41634,null
big_enemy_hit,94.24053,null
big_enemy_hit,93.12008,null
big_enemy_hit,64.0532,null
big_enemy_hit,62.88335,null
big_enemy_hit,48.88685,null
big_enemy_hit,47.85365,null
big_enemy_hit,1.221965,null
big_enemy_hit,0.1176447,null
big_enemy_killed,105.4106,null
big_enemy_killed,104.1751,null
big_enemy_killed,96.41634,null
big_enemy_killed,93.12008,null
big_enemy_killed,62.88335,null
big_enemy_killed,47.85365,null
big_enemy_killed,0.1176447,null
player_attack,115.9792,null
player_attack,109.5834,null
player_attack,108.4018,null
player_attack,107.3304,null
player_attack,105.8136,null
player_attack,104.5911,null
player_attack,103.4941,null
player_attack,99.97369,null
player_attack,98.90963,null
player_attack,97.86304,null
player_attack,96.82404,null
player_attack,95.75625,null
player_attack,94.65821,null
player_attack,93.5258,null
player_attack,92.39878,null
player_attack,80.72214,null
player_attack,79.52652,null
player_attack,78.43004,null
player_attack,64.46535,null
player_attack,63.29309,null
player_attack,62.26825,null
player_attack,54.71204,null
player_attack,53.53902,null
player_attack,52.4916,null
player_attack,51.44625,null
player_attack,50.40068,null
player_attack,49.30621,null
player_attack,48.25843,null
player_attack,47.16252,null
player_attack,43.46688,null
player_attack,42.40538,null
player_attack,41.32423,null
player_attack,40.24183,null
player_attack,36.25623,null
player_attack,35.11274,null
player_attack,34.05229,null
player_attack,32.50359,null
player_attack,31.36366,null
player_attack,30.17169,null
player_attack,16.36565,null
player_attack,15.20911,null
player_attack,14.18347,null
player_attack,1.644384,null
player_attack,0.5310167,null
