EVENT,TIME,VALUE
game_start,120,null
game_over,52.31223,LOSE
player_killed,52.31223,null
small_enemy_hit,109.6497,null
small_enemy_hit,108.396,null
small_enemy_hit,107.3131,null
small_enemy_hit,106.1464,null
small_enemy_hit,89.32964,null
small_enemy_hit,87.7963,null
small_enemy_hit,87.7963,null
small_enemy_hit,86.69611,null
small_enemy_hit,85.54592,null
small_enemy_hit,83.27946,null
small_enemy_hit,68.36214,null
small_enemy_hit,67.31225,null
small_enemy_hit,63.87889,null
small_enemy_hit,62.56242,null
small_enemy_hit,62.56242,null
small_enemy_hit,61.31135,null
small_enemy_killed,108.396,null
small_enemy_killed,106.1464,null
small_enemy_killed,87.7963,null
small_enemy_killed,85.54592,null
small_enemy_killed,83.27946,null
small_enemy_killed,67.31225,null
small_enemy_killed,62.56242,null
small_enemy_killed,61.31135,null
big_enemy_hit,97.79723,null
big_enemy_hit,97.79723,null
big_enemy_hit,96.66407,null
big_enemy_hit,96.66407,null
big_enemy_hit,80.44571,null
big_enemy_hit,79.3457,null
big_enemy_hit,72.37937,null
big_enemy_hit,71.31277,null
big_enemy_hit,53.09584,null
big_enemy_killed,96.66407,null
big_enemy_killed,96.66407,null
big_enemy_killed,79.3457,null
big_enemy_killed,71.31277,null
player_attack,114.0843,null
player_attack,110.0503,null
player_attack,108.7961,null
player_attack,107.7295,null
player_attack,106.5469,null
player_attack,105.2464,null
player_attack,98.21262,null
player_attack,97.0807,null
player_attack,95.96321,null
player_attack,89.74618,null
player_attack,88.19683,null
player_attack,87.11245,null
player_attack,85.94619,null
player_attack,84.8288,null
player_attack,83.69598,null
player_attack,80.86235,null
player_attack,79.76232,null
player_attack,72.77952,null
player_attack,71.72938,null
player_attack,70.71267,null
player_attack,68.77879,null
player_attack,67.72887,null
player_attack,64.28037,null
player_attack,62.97878,null
player_attack,61.71235,null
player_attack,60.46191,null
player_attack,54.71221,null
player_attack,53.5122,null
player_attack,52.3956,null
