EVENT,TIME,VALUE
game_start,120,null
game_over,0,LOSE
small_enemy_hit,87.18764,null
small_enemy_hit,87.18764,null
small_enemy_hit,87.18764,null
small_enemy_hit,86.1209,null
small_enemy_hit,86.1209,null
small_enemy_hit,86.1209,null
small_enemy_hit,76.60406,null
small_enemy_hit,75.48335,null
small_enemy_hit,52.27505,null
small_enemy_hit,51.24997,null
small_enemy_hit,40.12085,null
small_enemy_hit,37.76258,null
small_enemy_hit,35.6207,null
small_enemy_hit,33.6167,null
small_enemy_hit,23.08319,null
small_enemy_hit,21.26235,null
small_enemy_killed,86.1209,null
small_enemy_killed,86.1209,null
small_enemy_killed,86.1209,null
small_enemy_killed,75.48335,null
small_enemy_killed,51.24997,null
small_enemy_killed,35.6207,null
small_enemy_killed,33.6167,null
small_enemy_killed,21.26235,null
big_enemy_hit,107.8714,null
big_enemy_hit,104.1952,null
big_enemy_hit,104.1952,null
big_enemy_hit,99.56271,null
big_enemy_hit,94.27113,null
big_enemy_hit,93.04619,null
big_enemy_hit,73.32484,null
big_enemy_hit,72.2541,null
big_enemy_hit,69.03291,null
big_enemy_hit,67.93332,null
big_enemy_hit,57.19603,null
big_enemy_hit,55.26673,null
big_enemy_hit,11.0497,null
big_enemy_hit,5.099451,null
big_enemy_hit,5.099451,null
big_enemy_hit,2.324658,null
big_enemy_hit,2.324658,null
big_enemy_killed,104.1952,null
big_enemy_killed,99.56271,null
big_enemy_killed,93.04619,null
big_enemy_killed,72.2541,null
big_enemy_killed,67.93332,null
big_enemy_killed,55.26673,null
big_enemy_killed,2.324658,null
player_attack,116.475,null
player_attack,108.2751,null
player_attack,106.1667,null
player_attack,104.5963,null
player_attack,102.1668,null
player_attack,101.0791,null
player_attack,99.97112,null
player_attack,98.9167,null
player_attack,95.68351,null
player_attack,94.67512,null
player_attack,93.44986,null
player_attack,88.59872,null
player_attack,87.58925,null
player_attack,86.52455,null
player_attack,85.42052,null
player_attack,78.55713,null
player_attack,77.00819,null
player_attack,75.88724,null
player_attack,74.85377,null
player_attack,73.72892,null
player_attack,72.65806,null
player_attack,71.56621,null
player_attack,70.49957,null
player_attack,69.43315,null
player_attack,68.33722,null
player_attack,67.10376,null
player_attack,58.74996,null
player_attack,57.59909,null
player_attack,55.67042,null
player_attack,52.67903,null
player_attack,51.65401,null
player_attack,50.62059,null
player_attack,43.09092,null
player_attack,40.52475,null
player_attack,38.16651,null
player_attack,36.02491,null
player_attack,34.02029,null
player_attack,24.55291,null
player_attack,23.48663,null
player_attack,21.66612,null
player_attack,11.4537,null
player_attack,8.598012,null
player_attack,5.5036,null
player_attack,2.728605,null
