EVENT,TIME,VALUE
game_start,120,null
game_over,14.34875,WIN
small_enemy_hit,109.6165,null
small_enemy_hit,108.5333,null
small_enemy_hit,106.4171,null
small_enemy_hit,106.4171,null
small_enemy_hit,105.3168,null
small_enemy_hit,105.3168,null
small_enemy_hit,101.6831,null
small_enemy_hit,100.5498,null
small_enemy_hit,95.89978,null
small_enemy_hit,94.76664,null
small_enemy_hit,51.31603,null
small_enemy_hit,50.18281,null
small_enemy_hit,40.46535,null
small_enemy_hit,39.39861,null
small_enemy_hit,15.38207,null
small_enemy_hit,14.36463,null
small_enemy_killed,108.5333,null
small_enemy_killed,105.3168,null
small_enemy_killed,105.3168,null
small_enemy_killed,100.5498,null
small_enemy_killed,94.76664,null
small_enemy_killed,50.18281,null
small_enemy_killed,39.39861,null
small_enemy_killed,14.36463,null
big_enemy_hit,78.06599,null
big_enemy_hit,78.06599,null
big_enemy_hit,76.96599,null
big_enemy_hit,76.96599,null
big_enemy_hit,76.96599,null
big_enemy_hit,75.88278,null
big_enemy_hit,69.83231,null
big_enemy_hit,68.79924,null
big_enemy_hit,62.61618,null
big_enemy_hit,61.53273,null
big_enemy_hit,55.39906,null
big_enemy_hit,54.31594,null
big_enemy_hit,52.39921,null
big_enemy_hit,51.31603,null
big_enemy_hit,31.96555,null
big_enemy_hit,27.76487,null
big_enemy_hit,24.26544,null
big_enemy_hit,23.21527,null
big_enemy_killed,76.96599,null
big_enemy_killed,76.96599,null
big_enemy_killed,75.88278,null
big_enemy_killed,68.79924,null
big_enemy_killed,61.53273,null
big_enemy_killed,51.31603,null
big_enemy_killed,27.76487,null
big_enemy_killed,23.21527,null
player_attack,110.0331,null
player_attack,108.9497,null
player_attack,107.8835,null
player_attack,106.8328,null
player_attack,105.7168,null
player_attack,102.0998,null
player_attack,100.9664,null
player_attack,96.31631,null
player_attack,95.1667,null
player_attack,78.48203,null
player_attack,77.3819,null
player_attack,76.29911,null
player_attack,70.24946,null
player_attack,69.21581,null
player_attack,63.03199,null
player_attack,61.94949,null
player_attack,55.816,null
player_attack,54.73245,null
player_attack,52.81538,null
player_attack,51.71609,null
player_attack,50.59878,null
player_attack,40.88201,null
player_attack,39.81552,null
player_attack,38.23147,null
player_attack,35.59793,null
player_attack,32.38227,null
player_attack,30.4154,null
player_attack,29.3152,null
player_attack,28.1818,null
player_attack,24.68208,null
player_attack,23.61555,null
player_attack,15.78208,null
player_attack,14.76502,null
