EVENT,TIME,VALUE
game_start,120,null
game_over,0,LOSE
small_enemy_hit,112.383,null
small_enemy_hit,111.2676,null
small_enemy_hit,111.2676,null
small_enemy_hit,110.1839,null
small_enemy_hit,108.5175,null
small_enemy_hit,107.4335,null
small_enemy_hit,107.4335,null
small_enemy_hit,106.3325,null
small_enemy_hit,97.96687,null
small_enemy_hit,96.83366,null
small_enemy_hit,77.38342,null
small_enemy_hit,76.15032,null
small_enemy_hit,36.78397,null
small_enemy_hit,35.65087,null
small_enemy_hit,20.00123,null
small_enemy_hit,18.96782,null
small_enemy_killed,111.2676,null
small_enemy_killed,110.1839,null
small_enemy_killed,107.4335,null
small_enemy_killed,106.3325,null
small_enemy_killed,96.83366,null
small_enemy_killed,76.15032,null
small_enemy_killed,35.65087,null
small_enemy_killed,18.96782,null
big_enemy_hit,86.96773,null
big_enemy_hit,85.7678,null
big_enemy_hit,84.66827,null
big_enemy_hit,83.50151,null
big_enemy_hit,64.483,null
big_enemy_hit,63.36776,null
big_enemy_hit,52.90079,null
big_enemy_hit,51.76742,null
big_enemy_hit,50.65017,null
big_enemy_hit,49.46736,null
big_enemy_hit,44.33426,null
big_enemy_hit,43.21759,null
big_enemy_hit,29.50096,null
big_enemy_hit,28.3175,null
big_enemy_hit,12.53395,null
big_enemy_hit,11.50088,null
big_enemy_killed,83.50151,null
big_enemy_killed,63.36776,null
big_enemy_killed,51.76742,null
big_enemy_killed,49.46736,null
big_enemy_killed,43.21759,null
big_enemy_killed,28.3175,null
big_enemy_killed,11.50088,null
player_attack,112.7992,null
player_attack,111.6828,null
player_attack,110.5996,null
player_attack,108.9329,null
player_attack,107.8336,null
player_attack,106.7483,null
player_attack,105.7187,null
player_attack,99.4151,null
player_attack,98.38291,null
player_attack,97.24891,null
player_attack,87.38353,null
player_attack,86.18396,null
player_attack,85.08383,null
player_attack,83.91479,null
player_attack,77.79945,null
player_attack,76.5668,null
player_attack,75.39967,null
player_attack,73.26446,null
player_attack,64.8979,null
player_attack,63.78404,null
player_attack,62.60069,null
player_attack,54.34983,null
player_attack,53.31702,null
player_attack,52.18377,null
player_attack,51.05033,null
player_attack,49.88353,null
player_attack,48.73364,null
player_attack,44.74798,null
player_attack,43.63356,null
player_attack,37.19788,null
player_attack,36.06699,null
player_attack,32.11471,null
player_attack,31.05002,null
player_attack,29.91534,null
player_attack,28.73345,null
player_attack,20.41713,null
player_attack,19.3814,null
player_attack,12.94838,null
player_attack,11.91706,null
