EVENT,TIME,VALUE
game_start,120,null
game_over,9.40311,LOSE
player_killed,9.40311,null
small_enemy_hit,84.32162,null
small_enemy_hit,83.2296,null
small_enemy_hit,70.78683,null
small_enemy_hit,69.68331,null
small_enemy_hit,63.86362,null
small_enemy_hit,60.34219,null
small_enemy_hit,35.88816,null
small_enemy_hit,34.7486,null
small_enemy_hit,10.87784,null
small_enemy_killed,83.2296,null
small_enemy_killed,69.68331,null
small_enemy_killed,60.34219,null
small_enemy_killed,34.7486,null
big_enemy_hit,101.8842,null
big_enemy_hit,100.7166,null
big_enemy_hit,90.97849,null
big_enemy_hit,89.75816,null
big_enemy_hit,52.78893,null
big_enemy_hit,48.55561,null
big_enemy_hit,45.25468,null
big_enemy_hit,44.20392,null
big_enemy_hit,24.15733,null
big_enemy_hit,19.85662,null
big_enemy_hit,10.87784,null
big_enemy_killed,100.7166,null
big_enemy_killed,89.75816,null
big_enemy_killed,44.20392,null
big_enemy_killed,19.85662,null
player_attack,102.2974,null
player_attack,101.1255,null
player_attack,99.97006,null
player_attack,91.40068,null
player_attack,90.18664,null
player_attack,88.96517,null
player_attack,84.74596,null
player_attack,83.65755,null
player_attack,82.55951,null
player_attack,72.43777,null
player_attack,71.1911,null
player_attack,70.12592,null
player_attack,68.89697,null
player_attack,64.27827,null
player_attack,60.75464,null
player_attack,59.51568,null
player_attack,53.23001,null
player_attack,48.95606,null
player_attack,45.70139,null
player_attack,44.60546,null
player_attack,43.45554,null
player_attack,36.31333,null
player_attack,35.17116,null
player_attack,34.00068,null
player_attack,24.56819,null
player_attack,20.26958,null
player_attack,12.42351,null
player_attack,11.29356,null
