EVENT,TIME,VALUE
game_start,120,null
game_over,0,LOSE
small_enemy_hit,91.3975,null
small_enemy_hit,90.20626,null
small_enemy_hit,60.65145,null
small_enemy_hit,59.45374,null
small_enemy_hit,58.17495,null
small_enemy_hit,56.98663,null
small_enemy_hit,43.98699,null
small_enemy_hit,42.63664,null
small_enemy_hit,34.39597,null
small_enemy_hit,33.15733,null
small_enemy_hit,21.29763,null
small_enemy_hit,19.73828,null
small_enemy_hit,7.723741,null
small_enemy_hit,7.723741,null
small_enemy_hit,6.499001,null
small_enemy_hit,6.499001,null
small_enemy_killed,90.20626,null
small_enemy_killed,59.45374,null
small_enemy_killed,56.98663,null
small_enemy_killed,42.63664,null
small_enemy_killed,33.15733,null
small_enemy_killed,19.73828,null
small_enemy_killed,6.499001,null
small_enemy_killed,6.499001,null
big_enemy_hit,103.1094,null
big_enemy_hit,101.8766,null
big_enemy_hit,98.59282,null
big_enemy_hit,97.41988,null
big_enemy_hit,97.41988,null
big_enemy_hit,96.20677,null
big_enemy_hit,93.8444,null
big_enemy_hit,92.55553,null
big_enemy_hit,79.80081,null
big_enemy_hit,78.64188,null
big_enemy_hit,46.38713,null
big_enemy_hit,45.26175,null
big_enemy_killed,101.8766,null
big_enemy_killed,97.41988,null
big_enemy_killed,96.20677,null
big_enemy_killed,92.55553,null
big_enemy_killed,78.64188,null
big_enemy_killed,45.26175,null
player_attack,103.5459,null
player_attack,102.3179,null
player_attack,101.2127,null
player_attack,100.1216,null
player_attack,99.02751,null
player_attack,97.85212,null
player_attack,96.6434,null
player_attack,95.47308,null
player_attack,94.27379,null
player_attack,92.98664,null
player_attack,91.82137,null
player_attack,90.62746,null
player_attack,89.37009,null
player_attack,80.30582,null
player_attack,79.14397,null
player_attack,77.87207,null
player_attack,61.10279,null
player_attack,59.90484,null
player_attack,58.63218,null
player_attack,57.44669,null
player_attack,56.23838,null
player_attack,55.05021,null
player_attack,53.83175,null
player_attack,51.54574,null
player_attack,50.43101,null
player_attack,49.22102,null
player_attack,47.96801,null
player_attack,46.83884,null
player_attack,45.69452,null
player_attack,44.4426,null
player_attack,43.16117,null
player_attack,41.88372,null
player_attack,34.90145,null
player_attack,33.64915,null
player_attack,32.40895,null
player_attack,31.14359,null
player_attack,29.83528,null
player_attack,28.73183,null
player_attack,26.13577,null
player_attack,21.71006,null
player_attack,20.2932,null
player_attack,18.91558,null
player_attack,17.76884,null
player_attack,9.580755,null
player_attack,8.213676,null
player_attack,6.983819,null
player_attack,5.754828,null
