EVENT,TIME,VALUE
game_start,120,null
game_over,42.66171,LOSE
player_killed,42.66171,null
small_enemy_hit,75.93594,null
small_enemy_hit,74.83537,null
small_enemy_hit,73.7819,null
small_enemy_hit,72.6906,null
small_enemy_hit,58.72509,null
small_enemy_hit,58.72509,null
small_enemy_hit,57.45174,null
small_enemy_hit,57.45174,null
small_enemy_hit,43.25019,null
small_enemy_killed,74.83537,null
small_enemy_killed,72.6906,null
small_enemy_killed,57.45174,null
small_enemy_killed,57.45174,null
big_enemy_hit,105.5047,null
big_enemy_hit,104.4378,null
big_enemy_hit,102.0457,null
big_enemy_hit,102.0457,null
big_enemy_hit,100.8371,null
big_enemy_hit,100.8371,null
big_enemy_hit,88.32799,null
big_enemy_hit,87.10579,null
big_enemy_hit,75.93594,null
big_enemy_hit,74.83537,null
big_enemy_hit,63.31561,null
big_enemy_hit,62.24525,null
big_enemy_hit,52.83122,null
big_enemy_hit,51.77551,null
big_enemy_hit,50.58779,null
big_enemy_hit,49.40222,null
big_enemy_killed,104.4378,null
big_enemy_killed,100.8371,null
big_enemy_killed,100.8371,null
big_enemy_killed,87.10579,null
big_enemy_killed,74.83537,null
big_enemy_killed,62.24525,null
big_enemy_killed,49.40222,null
player_attack,105.9245,null
player_attack,104.8604,null
player_attack,103.7117,null
player_attack,102.4866,null
player_attack,101.2479,null
player_attack,100.1587,null
player_attack,88.73347,null
player_attack,87.51126,null
player_attack,86.37794,null
player_attack,76.34843,null
player_attack,75.24801,null
player_attack,74.19225,null
player_attack,73.09682,null
player_attack,71.969,null
player_attack,63.73898,null
player_attack,62.66811,null
player_attack,61.54622,null
player_attack,59.16512,null
player_attack,57.8902,null
player_attack,56.78966,null
player_attack,53.2449,null
player_attack,52.18902,null
player_attack,50.99744,null
player_attack,49.81391,null
player_attack,48.76087,null
player_attack,43.65903,null
